job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00299,Principal Data Scientist,178470,USD,EX,FT,Australia,L,Singapore,100,"Python, TensorFlow, Git, PyTorch, MLOps",PhD,18,Energy,2024-02-16,2024-03-23,1577,7.8,Quantum Computing Inc
AI00300,Deep Learning Engineer,62936,USD,MI,PT,China,M,Canada,100,"AWS, SQL, Azure",Bachelor,3,Technology,2024-10-09,2024-11-23,1626,9.3,AI Innovations
AI00301,Machine Learning Engineer,159003,USD,EX,FT,Japan,S,Japan,50,"Mathematics, R, MLOps",PhD,11,Real Estate,2024-02-05,2024-03-31,1743,7.7,Predictive Systems
AI00302,Computer Vision Engineer,98694,USD,EX,CT,China,M,China,50,"R, Python, Azure, Java",Master,15,Education,2024-05-17,2024-07-22,957,7.4,Predictive Systems
AI00303,Data Engineer,50471,USD,EN,FT,China,S,China,100,"Kubernetes, Scala, Data Visualization",Bachelor,1,Energy,2025-01-19,2025-02-26,2465,9.1,DataVision Ltd
AI00304,AI Software Engineer,104460,USD,MI,FL,Sweden,M,Netherlands,0,"Deep Learning, Kubernetes, SQL",Bachelor,3,Transportation,2025-03-30,2025-05-03,1126,6.6,Predictive Systems
AI00305,Research Scientist,63711,USD,EN,PT,Australia,M,India,0,"Kubernetes, Scala, PyTorch, AWS, Docker",Master,0,Healthcare,2024-08-11,2024-09-21,540,7.5,Future Systems
AI00306,Data Analyst,64384,USD,EN,PT,Australia,L,Finland,0,"Python, Kubernetes, Scala, Linux",PhD,0,Consulting,2024-02-23,2024-03-31,887,6.3,Smart Analytics
AI00307,AI Architect,223296,USD,SE,FL,Denmark,L,Australia,0,"Git, Python, Scala, AWS",Master,5,Healthcare,2025-04-30,2025-05-26,2342,9.2,Neural Networks Co
AI00308,Autonomous Systems Engineer,73372,USD,SE,PT,Finland,M,Finland,50,"Hadoop, GCP, MLOps, Statistics",PhD,9,Real Estate,2024-02-22,2024-04-20,2398,8.1,Advanced Robotics
AI00309,Machine Learning Researcher,92458,EUR,MI,FT,France,M,France,50,"Hadoop, Python, Kubernetes",Associate,3,Manufacturing,2024-05-05,2024-06-04,1146,8.1,Digital Transformation LLC
AI00310,AI Product Manager,80483,USD,MI,PT,Finland,L,Finland,50,"Git, Python, TensorFlow, SQL",Bachelor,2,Government,2025-03-02,2025-03-25,2022,8.8,Algorithmic Solutions
AI00311,Machine Learning Researcher,71730,USD,MI,FT,China,L,Germany,100,"Linux, GCP, Statistics, NLP, Azure",PhD,2,Technology,2024-04-27,2024-05-28,1083,9.5,DeepTech Ventures
AI00312,Machine Learning Researcher,186565,USD,EX,PT,Norway,S,Israel,0,"R, Git, Computer Vision",Master,19,Retail,2025-04-23,2025-06-20,1343,6.6,Cognitive Computing
AI00313,Robotics Engineer,114225,USD,SE,PT,Finland,L,Finland,50,"Linux, SQL, PyTorch, NLP, Git",Master,9,Consulting,2024-06-06,2024-06-23,729,8.4,Cloud AI Solutions
AI00314,AI Software Engineer,160286,USD,EX,FT,Canada,S,South Korea,0,"SQL, Computer Vision, Linux, Data Visualization, Git",PhD,19,Retail,2025-03-14,2025-04-24,1451,8.9,TechCorp Inc
AI00315,Head of AI,60957,USD,MI,CT,Ireland,L,Ireland,100,"Python, Spark, TensorFlow",PhD,4,Real Estate,2024-03-24,2024-05-21,798,7.8,Future Systems
AI00316,Autonomous Systems Engineer,90148,USD,MI,FL,Canada,M,Canada,50,"Java, MLOps, TensorFlow",PhD,4,Real Estate,2025-04-11,2025-06-07,2220,9,Smart Analytics
AI00317,Data Analyst,105723,USD,SE,CT,Sweden,M,India,50,"NLP, SQL, Python",Bachelor,5,Education,2024-12-09,2025-01-02,744,6.7,TechCorp Inc
AI00318,Data Scientist,388754,USD,EX,CT,Switzerland,L,United States,0,"Docker, Python, Mathematics",Master,16,Transportation,2024-06-20,2024-08-11,829,8.6,DeepTech Ventures
AI00319,AI Consultant,45129,USD,EN,CT,China,M,China,50,"Kubernetes, Mathematics, Git, PyTorch",Master,1,Technology,2025-02-18,2025-03-26,550,9.5,Cloud AI Solutions
AI00320,Data Engineer,68001,EUR,MI,FT,France,M,France,100,"Python, TensorFlow, Tableau, Linux, Java",Master,2,Technology,2024-02-24,2024-04-22,1983,6.2,Neural Networks Co
AI00321,Robotics Engineer,51736,USD,EN,FT,Japan,M,India,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",Master,0,Government,2024-03-09,2024-05-02,566,7.3,TechCorp Inc
AI00322,Data Scientist,112035,USD,SE,CT,Canada,L,Canada,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",Associate,8,Consulting,2024-08-01,2024-08-31,1524,6.6,DataVision Ltd
AI00323,Data Engineer,55619,EUR,EN,CT,France,S,France,100,"Linux, R, Scala",PhD,1,Gaming,2024-01-22,2024-02-05,716,9.9,Cognitive Computing
AI00324,AI Research Scientist,56796,USD,EN,PT,Ireland,M,Ireland,50,"Python, TensorFlow, Tableau",Associate,1,Gaming,2024-03-11,2024-05-08,821,9.4,Cognitive Computing
AI00325,Robotics Engineer,61808,USD,EN,CT,Sweden,L,Sweden,0,"SQL, PyTorch, Azure",Master,0,Healthcare,2024-03-26,2024-05-19,786,5.4,TechCorp Inc
AI00326,AI Consultant,78751,USD,MI,CT,Singapore,M,Netherlands,100,"PyTorch, SQL, Java, Git",Master,3,Gaming,2025-04-07,2025-05-20,893,7.7,TechCorp Inc
AI00327,AI Architect,238449,USD,EX,PT,United States,M,United States,50,"Scala, Linux, Docker, Git",Associate,15,Gaming,2025-01-15,2025-02-21,1595,5.3,Cloud AI Solutions
AI00328,AI Research Scientist,81908,USD,EN,FL,Australia,L,Australia,100,"Mathematics, PyTorch, Azure",Associate,0,Consulting,2025-04-04,2025-05-03,1599,5.7,Predictive Systems
AI00329,Machine Learning Engineer,79556,USD,SE,CT,India,M,India,100,"Scala, Linux, Python",Master,7,Consulting,2024-12-29,2025-02-19,1131,8.7,DataVision Ltd
AI00330,NLP Engineer,70609,USD,EN,CT,Canada,M,Denmark,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",Bachelor,1,Healthcare,2025-03-06,2025-04-11,1118,8.7,Digital Transformation LLC
AI00331,Principal Data Scientist,100354,GBP,MI,PT,United Kingdom,S,Switzerland,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",Master,2,Government,2024-04-15,2024-05-22,2134,9,Autonomous Tech
AI00332,NLP Engineer,62606,USD,MI,CT,Canada,S,Canada,100,"Kubernetes, Java, Computer Vision",Master,3,Technology,2024-08-24,2024-09-27,832,9.6,AI Innovations
AI00333,NLP Engineer,44279,USD,EN,CT,Israel,S,Austria,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",PhD,1,Technology,2024-05-02,2024-07-13,539,5,Algorithmic Solutions
AI00334,Research Scientist,36995,USD,EN,FL,Finland,S,Finland,0,"Statistics, Git, Data Visualization",Bachelor,0,Technology,2025-02-26,2025-04-21,1309,8.6,Future Systems
AI00335,Principal Data Scientist,193149,EUR,EX,CT,Germany,L,Germany,50,"PyTorch, SQL, AWS, Spark",Associate,15,Consulting,2024-07-27,2024-09-16,1792,9.6,Autonomous Tech
AI00336,Data Scientist,88722,USD,MI,PT,Sweden,S,Sweden,100,"R, Kubernetes, TensorFlow, Data Visualization",PhD,3,Government,2024-11-19,2025-01-17,2330,8.2,Digital Transformation LLC
AI00337,Data Scientist,145098,EUR,SE,PT,Netherlands,L,Netherlands,100,"TensorFlow, AWS, Git, Azure",Master,8,Gaming,2024-08-24,2024-10-11,1349,6,Predictive Systems
AI00338,AI Consultant,83381,USD,MI,PT,Singapore,S,Switzerland,0,"Mathematics, Git, Linux",Master,3,Energy,2024-10-19,2024-11-29,2296,5.2,Advanced Robotics
AI00339,Autonomous Systems Engineer,46591,USD,EN,FT,Japan,M,Japan,100,"Python, Data Visualization, Azure",Master,1,Real Estate,2024-08-19,2024-10-15,690,6.4,Digital Transformation LLC
AI00340,Data Scientist,99604,USD,EX,PT,Japan,S,Japan,50,"PyTorch, Mathematics, Linux",Master,11,Education,2024-01-04,2024-02-24,849,5,Smart Analytics
AI00341,AI Research Scientist,262339,USD,EX,FL,Norway,L,Norway,0,"Spark, Statistics, Tableau, Deep Learning",Associate,12,Energy,2024-08-09,2024-09-17,1881,5.4,Future Systems
AI00342,Machine Learning Researcher,58899,USD,EN,FL,Singapore,S,Canada,50,"Kubernetes, AWS, NLP, Git",Master,1,Consulting,2025-01-18,2025-03-11,1802,8.3,Cognitive Computing
AI00343,Research Scientist,109939,USD,MI,FL,Denmark,M,Denmark,100,"SQL, Tableau, PyTorch, NLP, GCP",PhD,4,Transportation,2024-07-31,2024-09-26,2145,9.4,DataVision Ltd
AI00344,NLP Engineer,32587,USD,EN,FL,Israel,S,United Kingdom,100,"Scala, Docker, Data Visualization",Bachelor,0,Real Estate,2025-04-06,2025-05-06,1031,8.4,Cognitive Computing
AI00345,Robotics Engineer,102069,USD,MI,PT,Norway,M,Norway,50,"Scala, Python, GCP, AWS",Associate,2,Healthcare,2024-10-19,2024-11-26,887,7.4,Algorithmic Solutions
AI00346,AI Specialist,153376,USD,EX,FL,Finland,S,Finland,0,"Tableau, Azure, AWS, Data Visualization",Master,12,Education,2024-08-12,2024-10-07,1254,8,Neural Networks Co
AI00347,Autonomous Systems Engineer,92574,USD,EN,PT,Switzerland,M,Switzerland,50,"SQL, Mathematics, Linux, Scala, Hadoop",PhD,1,Education,2024-10-06,2024-11-26,1951,5.2,Digital Transformation LLC
AI00348,ML Ops Engineer,92858,USD,SE,FL,Australia,S,Australia,50,"Docker, AWS, Computer Vision, MLOps",Associate,6,Manufacturing,2024-12-16,2025-01-29,1124,8.9,Smart Analytics
AI00349,Data Scientist,84172,EUR,EN,FT,Germany,L,Israel,0,"Docker, Git, Data Visualization",Bachelor,1,Manufacturing,2024-08-13,2024-10-22,2213,6.3,Cognitive Computing
AI00350,AI Consultant,66601,USD,SE,CT,Japan,S,Japan,100,"GCP, Linux, R, Scala",Master,5,Technology,2024-06-23,2024-08-12,809,8.5,Cloud AI Solutions
AI00351,Data Scientist,99818,USD,SE,PT,South Korea,L,South Korea,100,"AWS, Spark, Mathematics",Master,6,Telecommunications,2024-07-03,2024-08-17,1210,9.7,Machine Intelligence Group
AI00352,Deep Learning Engineer,96240,USD,SE,CT,China,L,Japan,100,"GCP, Java, PyTorch, Mathematics, Computer Vision",Bachelor,8,Technology,2025-03-21,2025-05-10,1105,5.2,Cognitive Computing
AI00353,AI Software Engineer,72389,EUR,MI,FT,Germany,M,Germany,100,"Deep Learning, Computer Vision, Tableau, PyTorch",Bachelor,2,Gaming,2024-05-06,2024-05-29,2438,6.7,Neural Networks Co
AI00354,Head of AI,118570,USD,SE,FL,Ireland,L,Austria,0,"Python, Hadoop, Azure, Computer Vision",Associate,8,Healthcare,2025-01-15,2025-02-08,2479,8.9,Smart Analytics
AI00355,NLP Engineer,56276,USD,MI,FL,Austria,M,China,0,"Python, TensorFlow, Linux",PhD,3,Telecommunications,2024-10-20,2024-12-15,2408,9.1,Machine Intelligence Group
AI00356,AI Architect,93369,USD,EX,CT,Ireland,S,Ireland,0,"Azure, NLP, Scala",Bachelor,13,Manufacturing,2024-06-22,2024-08-15,658,8.8,Digital Transformation LLC
AI00357,Data Analyst,115634,USD,SE,FL,South Korea,L,India,50,"Linux, Hadoop, Spark, Azure",Master,9,Retail,2025-01-12,2025-02-17,639,8.7,Digital Transformation LLC
AI00358,Machine Learning Engineer,215782,USD,EX,FL,Switzerland,M,Switzerland,50,"Tableau, SQL, Linux",PhD,13,Gaming,2024-06-22,2024-08-18,1841,7.8,DataVision Ltd
AI00359,AI Specialist,110858,USD,MI,FL,Denmark,L,Denmark,50,"Git, Hadoop, PyTorch, Java",Master,4,Energy,2024-01-08,2024-01-31,1052,5.3,DataVision Ltd
AI00360,Autonomous Systems Engineer,77926,USD,EN,PT,Australia,M,Sweden,0,"Kubernetes, Data Visualization, Computer Vision, SQL",PhD,1,Transportation,2024-07-28,2024-08-12,1269,7,Digital Transformation LLC
AI00361,AI Product Manager,115976,USD,EX,CT,Austria,S,Austria,100,"Statistics, GCP, SQL",Master,12,Energy,2024-01-15,2024-02-23,1437,8.8,DeepTech Ventures
AI00362,Principal Data Scientist,71134,EUR,EN,CT,France,L,France,50,"TensorFlow, Data Visualization, Kubernetes, Linux",Master,1,Manufacturing,2025-01-10,2025-02-11,1395,9.2,AI Innovations
AI00363,Computer Vision Engineer,63231,EUR,EN,PT,Germany,L,Germany,50,"Statistics, Spark, Data Visualization, Git",Bachelor,1,Real Estate,2024-12-12,2025-02-21,1631,6.8,Smart Analytics
AI00364,AI Consultant,96419,USD,MI,CT,Norway,S,United States,0,"Docker, Scala, AWS",PhD,3,Manufacturing,2025-01-12,2025-02-09,1515,6.5,TechCorp Inc
AI00365,Data Analyst,221235,GBP,EX,FT,United Kingdom,M,Australia,0,"Kubernetes, Docker, Tableau, Python, Spark",Associate,13,Media,2024-04-14,2024-05-02,2121,7.6,Predictive Systems
AI00366,AI Specialist,213785,USD,EX,FT,Canada,M,Canada,100,"SQL, Git, Java, Docker",Master,13,Energy,2024-01-29,2024-03-13,1813,9.5,Autonomous Tech
AI00367,AI Software Engineer,59378,USD,EN,PT,Austria,L,Japan,100,"Linux, Scala, PyTorch, Hadoop",PhD,0,Real Estate,2024-06-02,2024-08-14,749,5.7,Digital Transformation LLC
AI00368,AI Architect,61374,USD,EN,CT,Norway,S,Denmark,50,"MLOps, Java, Linux",Associate,1,Consulting,2024-03-18,2024-05-15,509,6.6,DeepTech Ventures
AI00369,Machine Learning Researcher,77579,USD,EN,FL,Norway,L,Norway,50,"MLOps, Kubernetes, Python, Computer Vision",PhD,0,Retail,2025-04-01,2025-04-28,1103,8.9,TechCorp Inc
AI00370,AI Research Scientist,61122,USD,EN,CT,Austria,L,Ireland,50,"Linux, Java, Data Visualization, Tableau",Associate,0,Manufacturing,2024-03-31,2024-05-04,2180,9.6,Autonomous Tech
AI00371,Machine Learning Engineer,53318,USD,MI,FT,Israel,S,Canada,0,"TensorFlow, Python, GCP, Java",Bachelor,3,Healthcare,2024-07-06,2024-08-28,2199,6.6,Cloud AI Solutions
AI00372,Data Engineer,182747,USD,EX,FT,Australia,S,China,100,"R, Hadoop, Data Visualization",Bachelor,15,Gaming,2024-10-05,2024-12-13,2290,7.2,Digital Transformation LLC
AI00373,Head of AI,138496,USD,SE,CT,Singapore,M,Ireland,100,"Git, Kubernetes, Hadoop, SQL, Docker",Associate,5,Telecommunications,2024-10-25,2024-11-26,1377,5.9,Digital Transformation LLC
AI00374,Machine Learning Engineer,79744,USD,SE,PT,Israel,S,Norway,0,"Mathematics, SQL, PyTorch, Java, MLOps",Associate,8,Media,2024-08-07,2024-09-27,2435,6.1,Cloud AI Solutions
AI00375,AI Consultant,133437,USD,EX,PT,Austria,S,Austria,50,"Hadoop, Docker, MLOps",Associate,13,Automotive,2024-08-13,2024-10-04,1342,7.8,Future Systems
AI00376,AI Architect,90174,USD,EN,FL,Denmark,S,Denmark,50,"PyTorch, Mathematics, Tableau",Bachelor,1,Technology,2025-01-06,2025-01-30,662,8.2,Machine Intelligence Group
AI00377,Data Scientist,87820,USD,SE,FT,Finland,S,Finland,0,"PyTorch, Scala, Computer Vision, Kubernetes",Associate,7,Transportation,2025-04-09,2025-05-30,1762,8.4,Machine Intelligence Group
AI00378,Robotics Engineer,66990,USD,MI,FL,Israel,S,Israel,0,"SQL, Scala, AWS, Java, Python",PhD,3,Education,2024-05-16,2024-06-06,1431,8.3,Future Systems
AI00379,Machine Learning Engineer,122069,EUR,SE,CT,France,S,China,100,"SQL, Linux, Docker",PhD,6,Consulting,2024-04-04,2024-05-09,1600,7,Quantum Computing Inc
AI00380,Computer Vision Engineer,56318,EUR,EN,FL,Netherlands,M,United Kingdom,0,"Statistics, Hadoop, Spark, GCP",Bachelor,1,Gaming,2024-11-26,2025-02-03,1619,6.2,DeepTech Ventures
AI00381,AI Product Manager,45830,EUR,EN,FT,France,S,France,50,"Python, Statistics, Computer Vision, Azure",Bachelor,1,Real Estate,2024-12-26,2025-02-17,2472,6.2,Autonomous Tech
AI00382,NLP Engineer,70207,USD,EN,PT,Singapore,S,Singapore,50,"Computer Vision, Spark, SQL, Scala",PhD,1,Healthcare,2024-08-21,2024-10-10,1142,8.8,Algorithmic Solutions
AI00383,AI Software Engineer,84101,USD,EN,CT,Switzerland,L,Switzerland,50,"Linux, Kubernetes, GCP",Associate,0,Telecommunications,2025-03-03,2025-05-05,1888,7.5,Quantum Computing Inc
AI00384,AI Product Manager,57591,USD,EN,CT,Singapore,M,Singapore,0,"PyTorch, SQL, TensorFlow, Kubernetes, Git",PhD,1,Gaming,2024-05-17,2024-07-02,1937,6.4,DataVision Ltd
AI00385,ML Ops Engineer,45158,USD,EN,CT,Israel,M,Israel,100,"AWS, Hadoop, Tableau, Java, Mathematics",PhD,1,Education,2024-01-13,2024-01-28,1988,9.2,Predictive Systems
AI00386,Head of AI,132585,USD,EX,FT,Finland,S,Finland,100,"R, Java, Spark",Master,12,Government,2025-03-07,2025-04-01,576,5.5,Cognitive Computing
AI00387,ML Ops Engineer,99055,EUR,MI,PT,Germany,M,Germany,0,"Scala, PyTorch, GCP, Linux, Mathematics",PhD,2,Finance,2024-08-12,2024-10-01,1031,5.8,Smart Analytics
AI00388,Head of AI,212847,USD,SE,FT,Switzerland,M,Switzerland,0,"Scala, Linux, Statistics, Git",Bachelor,9,Real Estate,2024-05-20,2024-06-26,1146,7.3,Algorithmic Solutions
AI00389,AI Architect,135102,USD,EX,PT,China,S,China,100,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",Master,17,Finance,2024-08-14,2024-09-05,2160,9.1,Smart Analytics
AI00390,ML Ops Engineer,63685,USD,EN,FT,Australia,S,Australia,0,"Data Visualization, Python, TensorFlow",Associate,0,Technology,2025-01-06,2025-03-14,912,6.6,DataVision Ltd
AI00391,AI Consultant,122593,USD,SE,FL,South Korea,L,South Korea,100,"TensorFlow, NLP, Java, Deep Learning, Scala",Master,7,Telecommunications,2024-05-21,2024-07-19,832,6.4,Algorithmic Solutions
AI00392,AI Product Manager,107056,USD,MI,CT,Norway,M,Norway,50,"Data Visualization, Scala, Statistics",PhD,4,Finance,2024-06-14,2024-07-09,1715,9.9,TechCorp Inc
AI00393,Research Scientist,53318,USD,EN,PT,Japan,M,Japan,50,"Hadoop, GCP, Data Visualization",PhD,0,Consulting,2024-01-21,2024-02-22,2277,7.5,Autonomous Tech
AI00394,Data Scientist,90704,USD,EN,PT,Denmark,L,Denmark,50,"Data Visualization, Computer Vision, Tableau, GCP, Java",Bachelor,1,Healthcare,2024-05-15,2024-07-17,907,9.5,TechCorp Inc
AI00395,Principal Data Scientist,125671,USD,SE,PT,Norway,S,Norway,0,"Git, Spark, MLOps, NLP, Python",PhD,7,Healthcare,2024-03-30,2024-05-17,2126,6.2,Advanced Robotics
AI00396,Research Scientist,62031,USD,MI,FL,Ireland,S,United Kingdom,50,"MLOps, Linux, Computer Vision, Git",PhD,4,Healthcare,2025-04-25,2025-06-28,794,8.3,Cognitive Computing
AI00397,Data Engineer,171375,EUR,EX,PT,Netherlands,L,Netherlands,0,"SQL, GCP, PyTorch, TensorFlow, Python",Master,17,Automotive,2024-02-11,2024-04-04,2056,9.3,Algorithmic Solutions
AI00398,AI Software Engineer,69220,USD,MI,CT,Singapore,S,South Korea,100,"Hadoop, PyTorch, Scala, TensorFlow",Associate,2,Healthcare,2024-01-08,2024-02-26,571,10,Predictive Systems
AI00399,Research Scientist,80383,USD,EN,FT,Norway,S,Norway,0,"TensorFlow, Kubernetes, Computer Vision",Associate,0,Education,2024-08-15,2024-09-13,1760,7.5,AI Innovations
AI00400,Head of AI,175527,USD,SE,PT,Norway,S,Norway,100,"Tableau, Hadoop, Azure, Data Visualization",PhD,6,Media,2024-05-01,2024-06-12,1990,5.9,Advanced Robotics
AI00401,Autonomous Systems Engineer,141125,EUR,EX,FT,Netherlands,S,Netherlands,100,"Java, PyTorch, Linux, Deep Learning, Computer Vision",Bachelor,14,Education,2024-06-17,2024-07-18,1415,5.4,Neural Networks Co
AI00402,Research Scientist,305621,USD,EX,FL,Norway,M,Norway,100,"MLOps, Docker, Java, Azure, Statistics",Bachelor,19,Energy,2024-07-06,2024-09-08,550,6.6,Future Systems
AI00403,Robotics Engineer,187599,EUR,EX,CT,Germany,M,Germany,0,"R, SQL, PyTorch",PhD,11,Finance,2025-02-11,2025-04-11,2377,7.5,DataVision Ltd
AI00404,AI Consultant,33959,USD,EN,PT,South Korea,S,South Korea,0,"GCP, MLOps, Computer Vision, Data Visualization",Bachelor,1,Gaming,2024-05-07,2024-06-28,1088,9.1,TechCorp Inc
AI00405,AI Product Manager,229855,GBP,EX,FL,United Kingdom,L,Canada,0,"Hadoop, Tableau, Mathematics, SQL, AWS",PhD,16,Energy,2024-04-22,2024-05-09,979,5.1,Advanced Robotics
AI00406,Principal Data Scientist,85361,EUR,MI,PT,Germany,L,Germany,50,"Statistics, Mathematics, SQL, TensorFlow",PhD,2,Technology,2025-04-21,2025-06-27,1150,6,Machine Intelligence Group
AI00407,Computer Vision Engineer,80376,USD,SE,FL,South Korea,M,South Korea,50,"R, Tableau, Java",Associate,5,Automotive,2024-06-21,2024-08-30,1419,7.7,Cloud AI Solutions
AI00408,Principal Data Scientist,45147,USD,EN,CT,Japan,M,Japan,100,"Python, Computer Vision, Git",Associate,0,Gaming,2024-02-13,2024-03-05,1935,7.6,Neural Networks Co
AI00409,Computer Vision Engineer,46236,USD,MI,FL,Israel,S,Ireland,100,"PyTorch, Tableau, Scala, GCP",PhD,4,Retail,2024-08-23,2024-09-18,1762,6.9,Predictive Systems
AI00410,Data Engineer,72594,USD,MI,PT,India,M,India,100,"Linux, PyTorch, Git, GCP, Java",Associate,3,Manufacturing,2024-10-31,2024-11-18,1829,7,Quantum Computing Inc
AI00411,Head of AI,119767,USD,SE,FL,Australia,L,United States,100,"Git, Linux, Python",Bachelor,5,Energy,2024-10-12,2024-11-26,1702,9.6,Predictive Systems
AI00412,Machine Learning Researcher,141385,USD,EX,CT,Japan,S,Japan,0,"PyTorch, Spark, SQL",Master,15,Energy,2025-03-09,2025-04-26,1804,6.9,Neural Networks Co
AI00413,Autonomous Systems Engineer,231393,USD,EX,FT,Canada,L,Canada,0,"PyTorch, Java, Tableau, GCP, Azure",Bachelor,12,Manufacturing,2025-01-26,2025-04-03,861,8.9,Future Systems
AI00414,AI Software Engineer,58405,EUR,EN,FT,France,L,France,100,"NLP, Python, Scala",PhD,1,Media,2025-02-18,2025-03-26,783,9.2,Autonomous Tech
AI00415,Robotics Engineer,60440,USD,EN,PT,India,L,India,0,"Docker, MLOps, Python, Spark, NLP",Associate,1,Real Estate,2025-04-15,2025-05-31,1122,7.6,Algorithmic Solutions
AI00416,Head of AI,195647,USD,SE,FL,Denmark,L,Germany,100,"SQL, Java, Linux",Associate,9,Energy,2024-08-07,2024-09-07,1794,7,Cloud AI Solutions
AI00417,Data Analyst,298418,USD,EX,FL,Denmark,L,Denmark,0,"Python, TensorFlow, AWS, MLOps",Master,12,Media,2024-05-11,2024-07-23,1438,8.3,Cloud AI Solutions
AI00418,Research Scientist,182777,USD,SE,FL,Norway,M,Norway,50,"Kubernetes, Spark, PyTorch",PhD,6,Consulting,2025-01-31,2025-04-02,2238,5.8,Predictive Systems
AI00419,AI Research Scientist,87006,EUR,MI,PT,Germany,M,Germany,50,"R, NLP, Python",Master,3,Telecommunications,2024-01-08,2024-02-24,758,9.9,Cloud AI Solutions
AI00420,Machine Learning Engineer,69827,GBP,EN,CT,United Kingdom,L,United Kingdom,0,"SQL, Computer Vision, AWS, PyTorch, GCP",Master,1,Finance,2024-10-11,2024-10-26,1069,9.7,Cloud AI Solutions
AI00421,NLP Engineer,206945,EUR,EX,PT,Germany,S,Germany,100,"GCP, Linux, Python, TensorFlow, Java",Bachelor,12,Energy,2025-04-10,2025-06-13,1994,5.9,Future Systems
AI00422,Autonomous Systems Engineer,99795,USD,EN,FL,Switzerland,M,Switzerland,100,"Hadoop, Deep Learning, Statistics, Azure",Bachelor,1,Telecommunications,2024-05-20,2024-06-11,517,6.9,Algorithmic Solutions
AI00423,AI Software Engineer,114667,USD,MI,PT,Denmark,S,Denmark,0,"Git, SQL, Python, TensorFlow",Bachelor,4,Consulting,2025-04-08,2025-05-21,1607,5.9,Autonomous Tech
AI00424,Robotics Engineer,128576,USD,MI,PT,Denmark,L,Denmark,50,"Hadoop, PyTorch, Linux",Associate,4,Automotive,2024-10-04,2024-11-28,1102,9.4,Neural Networks Co
AI00425,ML Ops Engineer,60097,EUR,EN,PT,Germany,S,Germany,0,"Spark, Hadoop, GCP, Deep Learning, Statistics",Master,1,Telecommunications,2024-09-30,2024-11-30,2223,6.3,AI Innovations
AI00426,Autonomous Systems Engineer,101978,USD,MI,FT,United States,S,United States,0,"Java, GCP, SQL, MLOps",Master,3,Media,2024-06-15,2024-07-17,992,8.9,Cognitive Computing
AI00427,AI Research Scientist,353726,USD,EX,CT,Switzerland,M,Switzerland,100,"Kubernetes, Java, Scala, Computer Vision",PhD,13,Manufacturing,2024-10-25,2024-12-20,761,5.2,DeepTech Ventures
AI00428,AI Architect,95186,USD,EX,FT,Austria,S,Germany,100,"PyTorch, Kubernetes, Linux, Computer Vision",Master,18,Retail,2024-11-02,2024-12-09,1301,7.1,Future Systems
AI00429,AI Specialist,133855,USD,SE,FL,Singapore,S,Singapore,0,"SQL, Python, GCP, R",PhD,8,Gaming,2024-09-02,2024-09-17,1070,7.8,Digital Transformation LLC
AI00430,Head of AI,162221,USD,SE,FL,Australia,L,Australia,50,"MLOps, R, Tableau",PhD,9,Energy,2024-10-15,2024-11-06,1439,8.2,Autonomous Tech
AI00431,ML Ops Engineer,124709,USD,EX,FT,Canada,S,Canada,100,"Docker, Python, TensorFlow, Statistics, PyTorch",Bachelor,19,Energy,2024-06-27,2024-09-03,1871,8.4,DataVision Ltd
AI00432,Data Scientist,58778,EUR,EN,PT,France,M,France,50,"PyTorch, Kubernetes, Mathematics, GCP, Linux",Associate,0,Automotive,2024-11-27,2025-01-07,2003,5.5,Smart Analytics
AI00433,AI Consultant,59227,USD,MI,FL,Finland,S,Finland,50,"Java, PyTorch, TensorFlow",Bachelor,3,Consulting,2025-03-27,2025-05-26,935,5.8,Future Systems
AI00434,NLP Engineer,191741,USD,EX,CT,China,L,China,0,"SQL, R, Linux, AWS, TensorFlow",PhD,11,Transportation,2024-11-13,2024-12-21,2408,5.7,AI Innovations
AI00435,Computer Vision Engineer,125762,USD,EX,FL,Japan,M,Japan,0,"NLP, R, Hadoop, TensorFlow, Spark",Bachelor,14,Manufacturing,2024-06-02,2024-07-14,1409,5.3,DataVision Ltd
AI00436,AI Software Engineer,100678,USD,MI,FT,United States,S,United States,100,"Deep Learning, Hadoop, R",PhD,4,Automotive,2024-01-09,2024-02-18,617,6.5,AI Innovations
AI00437,Machine Learning Engineer,117568,USD,SE,PT,Israel,L,Switzerland,100,"Python, Spark, Docker, AWS",Master,9,Telecommunications,2024-06-12,2024-07-10,1270,7.7,DeepTech Ventures
AI00438,Autonomous Systems Engineer,134632,USD,EX,PT,China,S,China,100,"Scala, Python, NLP",PhD,17,Gaming,2024-04-14,2024-06-25,577,6.4,Autonomous Tech
AI00439,Robotics Engineer,106560,USD,MI,CT,Switzerland,S,Germany,50,"PyTorch, Deep Learning, Computer Vision, NLP",Associate,2,Telecommunications,2024-10-12,2024-12-03,926,5.4,Cognitive Computing
